strain	virus	isolate_id	date	region	country	division	location	host	authors
A/chicken/Shenzhen/742/2013	avian_flu	EPI577902	2013-12-10	china	china	guangdong	shenzhen	avian	other_database_import
A/chicken/Shenzhen/747/2013	avian_flu	EPI577909	2013-12-10	china	china	guangdong	shenzhen	avian	other_database_import
A/chicken/Shenzhen/749/2013	avian_flu	EPI577916	2013-12-10	china	china	guangdong	shenzhen	avian	other_database_import
A/chicken/Shenzhen/801/2013	avian_flu	EPI583296	2013-12-09	china	china	guangdong	shenzhen	avian	other_database_import
A/chicken/Shenzhen/898/2013	avian_flu	EPI577923	2013-12-09	china	china	guangdong	shenzhen	avian	other_database_import
A/chicken/Taizhou/TZJF02/2015	avian_flu	EPI683203	2015-01-XX	china	china	zhejiang	taizhou	avian	other_database_import
A/chicken/Tennessee/17-007147-1/2017	avian_flu	EPI1053973	2017-03-03	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-007147-3/2017	avian_flu	EPI1053983	2017-03-03	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-007147-4/2017	avian_flu	EPI1053991	2017-03-03	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-007147-5/2017	avian_flu	EPI1053999	2017-03-03	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-007147-6/2017	avian_flu	EPI1054007	2017-03-03	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-007147-7/2017	avian_flu	EPI1054015	2017-03-03	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-007429-3/2017	avian_flu	EPI1054023	2017-03-06	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-007429-7/2017	avian_flu	EPI1054031	2017-03-06	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-008152-1/2017	avian_flu	EPI1054039	2017-03-13	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-008279-2/2017	avian_flu	EPI1054047	2017-03-14	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-008279-5/2017	avian_flu	EPI1054055	2017-03-14	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Tennessee/17-008279-6/2017	avian_flu	EPI1054063	2017-03-14	north_america	usa	tennessee	tennessee	avian	other_database_import
A/chicken/Wenzhou/HATSLG01/2015	avian_flu	EPI683201	2015-01-XX	china	china	zhejiang	wenzhou	avian	other_database_import
A/chicken/Wenzhou/RAQL01/2015	avian_flu	EPI683197	2015-01-XX	china	china	zhejiang	wenzhou	avian	other_database_import
A/chicken/Wenzhou/RAQL18/2015	avian_flu	EPI683199	2015-01-XX	china	china	zhejiang	wenzhou	avian	other_database_import
A/chicken/Wenzhou/WZTSLG02/2015	avian_flu	EPI683200	2015-01-XX	china	china	zhejiang	wenzhou	avian	other_database_import
A/chicken/Wuxi/WX5/2014	avian_flu	EPI1055429	2014-06-01	china	china	jiangsu	wuxi	avian	beijing_institute_of_microbiology_and_epidemiology
A/chicken/Xinjiang/SD033/2014	avian_flu	EPI1090594	2014-12-03	china	china	xinjiang	xinjiang	avian	other_database_import
A/chicken/Xinjiang/SD036/2014	avian_flu	EPI1090602	2014-12-03	china	china	xinjiang	xinjiang	avian	other_database_import
A/chicken/Zhejiang/110HZ142/2017	avian_flu	EPI979618	2017-01-10	china	china	zhejiang	zhejiang	avian	institute_of_microbiology,_chinese_academy_of_sciences
A/chicken/Zhejiang/C481/2013	avian_flu	EPI532310	2013-04-XX	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/C483/2013	avian_flu	EPI532311	2013-04-XX	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/DTID-ZJU01/2013	avian_flu	EPI442718	2013-04-XX	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/DTID-ZJU06/2013	avian_flu	EPI590923	2013-12-XX	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/JH16/2017	avian_flu	EPI1209038	2017-02-13	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/JX158/2015	avian_flu	EPI1209016	2015-05-04	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S1074/2016	avian_flu	EPI1090610	2016-05-10	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S1190/2015	avian_flu	EPI1090618	2015-03-24	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S4008/2013	avian_flu	EPI1090626	2013-12-08	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S4017/2013	avian_flu	EPI1090634	2013-12-08	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S4060/2014	avian_flu	EPI1090642	2014-11-25	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S4071/2013	avian_flu	EPI1090650	2013-12-08	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S4079/2013	avian_flu	EPI1090658	2013-12-08	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S4135/2013	avian_flu	EPI1090666	2013-12-08	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/S4168/2013	avian_flu	EPI1090674	2013-12-08	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/SD001/2016	avian_flu	EPI1090682	2016-01-01	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/SD007/2013	avian_flu	EPI457762	2013-04-22	china	china	zhejiang	zhejiang	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Zhejiang/SD019/2013	avian_flu	EPI457754	2013-04-11	china	china	zhejiang	zhejiang	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Zhejiang/SD033/2013	avian_flu	EPI457746	2013-04-11	china	china	zhejiang	zhejiang	avian	harbin_veterinary_research_institute_(caas)
A/chicken/Zhejiang/ZJ14/2017	avian_flu	EPI1209030	2017-01-09	china	china	zhejiang	zhejiang	avian	other_database_import
A/chicken/Zhejiang/ZJ19/2017	avian_flu	EPI1209032	2017-01-06	china	china	zhejiang	zhejiang	avian	other_database_import
A/cinnamonteal/California/AH0079011/2016	avian_flu	EPI952594	2016-01-23	north_america	usa	california	california	avian	other_database_import
A/duck/Alabama/17-008643-2/2017	avian_flu	EPI1054071	2017-03-15	north_america	usa	alabama	alabama	avian	other_database_import
A/duck/Anhui/S702/2013	avian_flu	EPI1090794	2013-04-04	china	china	anhui	anhui	avian	other_database_import
A/duck/Anhui/SC702/2013	avian_flu	EPI457738	2013-04-16	china	china	anhui	anhui	avian	harbin_veterinary_research_institute_(caas)
A/duck/Fujian/S4170/2014	avian_flu	EPI1090690	2014-11-04	china	china	fujian	fujian	avian	other_database_import
A/duck/Guangxi/SDY129/2014	avian_flu	EPI1090698	2014-10-23	china	china	guangxi	guangxi	avian	other_database_import
A/duck/Huaian/041/2014	avian_flu	EPI895627	2014-02-04	china	china	jiangsu	huaian	avian	other_database_import
A/duck/Huaian/053/2014	avian_flu	EPI895630	2014-02-10	china	china	jiangsu	huaian	avian	other_database_import
A/duck/Hunan/S11682/2015	avian_flu	EPI1090706	2015-03-17	china	china	hunan	hunan	avian	other_database_import
A/duck/Hunan/S40506/2015	avian_flu	EPI1090714	2015-11-16	china	china	hunan	hunan	avian	other_database_import
A/duck/Hunan/S40685/2015	avian_flu	EPI1090722	2015-11-17	china	china	hunan	hunan	avian	other_database_import
A/duck/Japan/AQ-HE29-22/2017	avian_flu	EPI1075312	2017-01-01	japan_korea	japan	japan	japan	avian	national_institute_of_animal_health
A/duck/Japan/AQ-HE29-22/2017/-1	avian_flu	EPI1075304	2017-01-01	japan_korea	japan	japan	japan	avian	national_institute_of_animal_health
A/duck/Japan/AQ-HE29-52/2017	avian_flu	EPI1140611	2017-01-01	japan_korea	japan	japan	japan	avian	national_institute_of_animal_health
A/duck/Japan/AnimalQuarantine-HE-28-3/2016	avian_flu	EPI860573	2016-01-01	japan_korea	japan	japan	japan	avian	national_institute_of_animal_health
A/duck/Jiangsu/S1181/2014	avian_flu	EPI1090730	2014-05-14	china	china	jiangsu	jiangsu	avian	other_database_import
A/duck/Jiangsu/S1220/2016	avian_flu	EPI1090738	2016-05-14	china	china	jiangsu	jiangsu	avian	other_database_import
A/duck/Jiangsu/S1700/2016	avian_flu	EPI1090746	2016-03-15	china	china	jiangsu	jiangsu	avian	other_database_import
A/duck/Shanghai/SD015/2015	avian_flu	EPI1090754	2015-01-17	china	china	shanghai	shanghai	avian	other_database_import
A/duck/Shanghai/SD016/2015	avian_flu	EPI1090762	2015-01-17	china	china	shanghai	shanghai	avian	other_database_import
A/duck/Wenzhou/RAQL10/2015	avian_flu	EPI683198	2015-01-XX	china	china	zhejiang	wenzhou	avian	other_database_import
A/duck/Wenzhou/YJYF24/2015	avian_flu	EPI683202	2015-01-XX	china	china	zhejiang	wenzhou	avian	other_database_import
A/duck/Zhejiang/LS02/2014	avian_flu	EPI573558	2014-01-12	china	china	zhejiang	zhejiang	avian	other_database_import
A/duck/Zhejiang/S1375/2016	avian_flu	EPI1090770	2016-05-12	china	china	zhejiang	zhejiang	avian	other_database_import
A/duck/Zhejiang/S4488/2014	avian_flu	EPI1090778	2014-11-27	china	china	zhejiang	zhejiang	avian	other_database_import
A/duck/Zhejiang/S4489/2014	avian_flu	EPI1090786	2014-11-27	china	china	zhejiang	zhejiang	avian	other_database_import
A/duck/Zhejiang/SC410/2013	avian_flu	EPI457730	2013-04-16	china	china	zhejiang	zhejiang	avian	harbin_veterinary_research_institute_(caas)
A/enviromment/Chongqing-Hechuan/2-20/2017	avian_flu	EPI1282936	2017-02-12	china	china	chongqing	chongqing	environment	chongqing_center_for_disease_control_&_prevention
A/environment/Bangladesh/917/2012	avian_flu	EPI540420	2012-03-14	south_asia	bangladesh	bangladesh	bangladesh	environment	centers_for_disease_control_and_prevention
A/environment/Fujian/SC337/2013	avian_flu	EPI457722	2013-04-30	china	china	fujian	fujian	environment	harbin_veterinary_research_institute_(caas)
A/environment/Fujian/SD003/2014	avian_flu	EPI1090804	2014-01-14	china	china	fujian	fujian	environment	other_database_import
A/environment/Guangdong/25/2013	avian_flu	EPI503505	2013-04-26	china	china	guangdong	guangdong	environment	other_database_import
A/environment/Hangzhou/109-1/2013	avian_flu	EPI443672	2013-04-12	china	china	zhejiang	hangzhou	environment	hangzhou_center_for_disease_control_and_prevention
A/environment/Hangzhou/34-1/2013	avian_flu	EPI442715	2013-04-04	china	china	zhejiang	hangzhou	environment	hangzhou_center_for_disease_control_and_prevention
A/environment/Hangzhou/37/2013	avian_flu	EPI443648	2013-04-04	china	china	zhejiang	hangzhou	environment	hangzhou_center_for_disease_control_and_prevention
A/environment/Hebei/SC069/2013	avian_flu	EPI1090805	2013-07-22	china	china	hebei	hebei	environment	other_database_import
A/environment/Henan/SC232/2013	avian_flu	EPI457714	2013-04-24	china	china	henan	henan	environment	harbin_veterinary_research_institute_(caas)
A/environment/Henan/SD429/2013	avian_flu	EPI457706	2013-04-24	china	china	henan	henan	environment	harbin_veterinary_research_institute_(caas)
A/environment/Hunan/S40858/2015	avian_flu	EPI1090823	2015-11-18	china	china	hunan	hunan	environment	other_database_import
A/environment/Hunan/SD009/2015	avian_flu	EPI1090807	2015-01-16	china	china	hunan	hunan	environment	other_database_import
A/environment/Korea/W410/2011	avian_flu	EPI837865	2011-02-05	japan_korea	south_korea	south_korea	south_korea	environment	other_database_import
A/environment/Qinghai/S3032/2014	avian_flu	EPI1090808	2014-10-28	china	china	qinghai	qinghai	environment	other_database_import
A/environment/Shandong/SD038/2013	avian_flu	EPI457698	2013-05-03	china	china	shandong	shandong	environment	harbin_veterinary_research_institute_(caas)
A/environment/Shandong/SD039/2013	avian_flu	EPI457690	2013-05-03	china	china	shandong	shandong	environment	harbin_veterinary_research_institute_(caas)
A/environment/Shandong/SD049/2013	avian_flu	EPI457682	2013-05-03	china	china	shandong	shandong	environment	harbin_veterinary_research_institute_(caas)
A/environment/Shanghai/CM01/2015	avian_flu	EPI759878	2015-05-24	china	china	shanghai	shanghai	environment	shanghai_municipal_center_for_disease_control_and_prevention
A/environment/Shanghai/CM02/2015	avian_flu	EPI759921	2015-05-24	china	china	shanghai	shanghai	environment	shanghai_municipal_center_for_disease_control_and_prevention
A/environment/Shanghai/CM03/2015	avian_flu	EPI759886	2015-05-24	china	china	shanghai	shanghai	environment	shanghai_municipal_center_for_disease_control_and_prevention
A/environment/Shanghai/PD-JZ-01/2014	avian_flu	EPI576620	2014-01-21	china	china	shanghai	shanghai	environment	other_database_import
A/environment/Shanghai/S1436/2013	avian_flu	EPI457674	2013-04-03	china	china	shanghai	shanghai	environment	harbin_veterinary_research_institute_(caas)
A/environment/Shanghai/S1437/2013	avian_flu	EPI457666	2013-04-03	china	china	shanghai	shanghai	environment	harbin_veterinary_research_institute_(caas)
A/environment/Shanghai/S1438/2013	avian_flu	EPI457658	2013-04-03	china	china	shanghai	shanghai	environment	harbin_veterinary_research_institute_(caas)
A/environment/Shanghai/S1439/2013	avian_flu	EPI457650	2013-04-03	china	china	shanghai	shanghai	environment	harbin_veterinary_research_institute_(caas)
A/environment/Shenzhen/01/2013	avian_flu	EPI631936	2013-12-01	china	china	guangdong	shenzhen	environment	beijing_genomics_institute_(bgi)
A/environment/Shenzhen/2/2013	avian_flu	EPI631957	2013-12-01	china	china	guangdong	shenzhen	environment	beijing_genomics_institute_(bgi)
A/environment/Shenzhen/3/2013	avian_flu	EPI631950	2013-12-01	china	china	guangdong	shenzhen	environment	beijing_genomics_institute_(bgi)
A/environment/Shenzhen/4/2013	avian_flu	EPI631943	2013-12-01	china	china	guangdong	shenzhen	environment	beijing_genomics_institute_(bgi)
A/environment/Suzhou/14/2013	avian_flu	EPI498081	2013-04-04	china	china	jiangsu	suzhou	environment	other_database_import
A/environment/Suzhou/8/2013	avian_flu	EPI497821	2013-04-08	china	china	jiangsu	suzhou	environment	other_database_import
A/environment/Wuxi/1/2013	avian_flu	EPI467333	2013-04-02	china	china	jiangsu	wuxi	human	other_database_import
A/environment/Wuxi/Huan/2014	avian_flu	EPI1055421	2014-06-01	china	china	jiangsu	wuxi	environment	beijing_institute_of_microbiology_and_epidemiology
A/environment/Zhenjiang/4/2013	avian_flu	EPI497822	2013-04-07	china	china	jiangsu	zhenjiang	environment	other_database_import
A/guineafowl/Alabama/17-008645-2/2017	avian_flu	EPI1054079	2017-03-14	north_america	usa	alabama	alabama	avian	other_database_import
A/guineafowl/Alabama/17-008646-1/2017	avian_flu	EPI1054080	2017-03-14	north_america	usa	alabama	alabama	avian	other_database_import
A/homingpigeon/Jiangsu/SD184/2013	avian_flu	EPI457642	2013-04-20	china	china	jiangsu	jiangsu	avian	harbin_veterinary_research_institute_(caas)
A/mallard/Alberta/177/2004	avian_flu	EPI845304	2004-08-13	north_america	canada	alberta	alberta	avian	other_database_import
A/mallard/Minnesota/AI09-3770/2009	avian_flu	EPI616756	2009-09-12	north_america	usa	minnesota	minnesota	avian	other_database_import
A/mallard/Sweden/91/2002	avian_flu	EPI485623	2002-12-12	europe	sweden	sweden	sweden	avian	other_database_import
A/northernshoveler/California/AH0076755/2016	avian_flu	EPI967328	2016-01-16	north_america	usa	california	california	avian	other_database_import
A/northernshoverl/Mississippi/11OS145/2011	avian_flu	EPI419495	2011-01-08	north_america	usa	mississippi	mississippi	avian	other_database_import
A/nothernshoveler/California/AH0079371/2016	avian_flu	EPI967327	2016-01-30	north_america	usa	california	california	avian	other_database_import
A/pigeon/Shanghai/S1421/2013	avian_flu	EPI457634	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/pigeon/Shanghai/S1423/2013	avian_flu	EPI457626	2013-04-03	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/pigeon/Zhejiang/P1/2013	avian_flu	EPI532308	2013-04-XX	china	china	zhejiang	zhejiang	avian	other_database_import
A/pigeon/Zhejiang/P2/2013	avian_flu	EPI532309	2013-04-XX	china	china	zhejiang	zhejiang	avian	other_database_import
A/ruddyturnstone/Delaware/AI00-1538/2000	avian_flu	EPI616769	2000-05-20	north_america	usa	delaware	delaware	avian	other_database_import
A/ruddyturnstone/DelawareBay/220/1995	avian_flu	EPI402629	1995-05-21	north_america	usa	delaware	delaware	avian	other_database_import
A/silkiechicken/Dongguan/157/2014	avian_flu	EPI596751	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/523/2014	avian_flu	EPI578237	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/635/2014	avian_flu	EPI596822	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/656/2014	avian_flu	EPI596828	2014-02-20	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/953/2014	avian_flu	EPI578131	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/963/2014	avian_flu	EPI596888	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/967/2014	avian_flu	EPI597385	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/969/2014	avian_flu	EPI597391	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/979/2014	avian_flu	EPI597397	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/981/2014	avian_flu	EPI597419	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/986/2014	avian_flu	EPI597425	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/988/2014	avian_flu	EPI596905	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/991/2014	avian_flu	EPI596911	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Dongguan/997/2014	avian_flu	EPI578137	2014-02-21	china	china	guangdong	dongguan	avian	other_database_import
A/silkiechicken/Shenzhen/918/2013	avian_flu	EPI577930	2013-12-09	china	china	guangdong	shenzhen	avian	other_database_import
A/silkiechicken/Shenzhen/919/2013	avian_flu	EPI577936	2013-12-09	china	china	guangdong	shenzhen	avian	other_database_import
A/silky_chicken/HongKong/1772-3/2014	avian_flu	EPI553197	2014-01-27	china	hong_kong	hong_kong	hong_kong	avian	agriculture,_fisheries_and_conservation_department
A/spot-billedduck/Korea/447/2011	avian_flu	EPI375111	2011-04-XX	japan_korea	south_korea	south_korea	south_korea	avian	other_database_import
